PERMX
18.2808        	28.5927        	23.8922        	30.6373        	10.7137        	5.35088        	
6.44345        	3.92864        	5.04162        	2.53339        	10.5132        	23.0809        	
9.60578        	4.01875        	7.7874        	6.85716        	72.3463        	106.534        	
47.8931        	61.1933        	24.2839        	32.545        	7.24853        	10.6236        	
50.5391        	73.136        	25.8289        	12.1451        	5.81114        	7.76407        	
23.7305        	16.8749        	4.2084        	10.1343        	7.63875        	35.2815        	
68.601        	78.12        	367.132        	93.3577        	44.0379        	91.4481        	
45.0656        	101.47        	433.608        	278.211        	270.36        	951.295        	
1086.06        	1307.99        	352.696        	430.092        	329.046        	962.831        	
1135.89        	294.556        	182.889        	76.6371        	122.083        	143.608        	
30.0745        	47.3696        	34.6528        	38.802        	5.35597        	7.59105        	
9.26743        	8.51926        	4.56565        	4.71611        	3.33902        	12.0588        	
12.0147        	2.37447        	4.42392        	9.27369        	5.85606        	7.53995        	
20.8392        	34.6219        	55.891        	25.7888        	15.0891        	19.9788        	
12.8086        	61.7994        	12.0113        	18.0745        	9.84804        	11.7674        	
5.21774        	11.9947        	8.83255        	8.25041        	15.4516        	19.3725        	
45.1739        	89.5667        	252.921        	153.872        	108.911        	115.656        	
96.7443        	71.5535        	167.107        	274.464        	504.315        	3316.12        	
1660.44        	1994.33        	469.504        	1043.22        	1117.25        	1370.79        	
1702.03        	475.397        	179.975        	166.961        	80.0047        	121.913        	
36.6004        	38.3106        	18.5334        	46.6524        	13.3315        	7.87857        	
6.40553        	9.48926        	6.95112        	5.42787        	2.29742        	2.4784        	
2.12551        	2.62131        	3.45982        	4.70184        	2.69407        	6.60707        	
4.90993        	3.54429        	11.493        	12.0014        	15.6692        	9.81506        	
4.34157        	12.6171        	19.7792        	10.1616        	8.4493        	7.59847        	
5.20408        	8.53728        	9.21744        	18.4357        	20.007        	27.2087        	
19.4738        	169.791        	130.478        	58.0261        	50.2235        	327.883        	
246.356        	150.442        	280.167        	347.397        	377.891        	2203.84        	
2709.17        	2615.81        	1011.91        	1567.75        	1741.92        	1167.18        	
1051.68        	662.854        	625.695        	284.233        	294.164        	166.647        	
77.339        	148.049        	26.6173        	41.6934        	10.3014        	5.36533        	
9.97435        	8.9277        	7.24694        	2.29576        	2.78555        	1.71715        	
0.803372        1.68358        	0.919366        1.40978        	5.29637        	3.88776        	
1.21072        	1.41659        	3.51416        	5.74454        	4.55022        	5.49859        	
5.42212        	8.74507        	19.0854        	40.8071        	20.6651        	25.9012        	
15.0398        	12.7375        	10.7757        	18.5963        	17.5469        	18.0971        	
64.4457        	69.1334        	95.6192        	52.9022        	65.9273        	85.2677        	
96.669        	71.3689        	443.724        	345.25        	1127.48        	781.757        	
3713.45        	1582.46        	1518.88        	566.364        	959.828        	1325.22        	
561.286        	653.387        	222.946        	122.559        	295.442        	167.765        	
162.524        	40.0015        	36.6113        	21.0429        	5.7633        	6.29798        	
8.3885        	4.90155        	6.97135        	4.06777        	0.789033        2.21575        	
0.988049        1.90491        	1.33897        	1.07562        	7.73795        	7.68939        	
2.30512        	4.87346        	9.28257        	3.5917        	3.28353        	6.77681        	
16.1987        	11.7676        	16.8794        	34.5907        	25.0763        	21.481        	
6.89775        	14.8391        	27.5043        	13.7502        	35.7102        	39.9586        	
44.2431        	80.2785        	127.62        	296.41        	148.299        	246.788        	
516.625        	86.0163        	147.597        	164.098        	235.14        	397.552        	
2524.33        	2022.56        	367.048        	935.462        	895.308        	1205.32        	
614.279        	296.665        	87.7067        	165.24        	150.511        	224.903        	
189.922        	74.0678        	53.0323        	20.8125        	7.16885        	5.2604        	
5.29002        	9.0663        	16.5364        	3.25101        	1.2138        	1.3417        	
2.16068        	0.673024        1.44564        	1.66915        	0.671277        2.36493        	
6.97076        	10.6774        	7.93484        	6.45699        	4.58111        	5.60406        	
4.13442        	11.0964        	8.42633        	23.0823        	16.2977        	31.1835        	
9.46865        	20.5059        	24.8539        	68.569        	40.7179        	161.133        	
99.2517        	27.1349        	91.2376        	99.7845        	68.8749        	103.909        	
137.368        	346.897        	229.404        	33.7054        	99.2643        	353.5        	
499.285        	743.861        	1427.56        	762.315        	488.011        	327.116        	
828.87        	263.213        	319.831        	264.604        	55.4389        	103.138        	
319.595        	33.669        	39.0111        	17.0689        	8.62176        	5.8724        	
4.68938        	1.36036        	3.91879        	3.95633        	2.27879        	1.9001        	
1.45525        	1.01861        	0.582322        0.543903        0.639367        0.604248        	
3.88849        	5.4165        	6.6167        	4.63713        	3.31185        	2.01783        	
8.57734        	22.6059        	19.5785        	29.2816        	12.6885        	21.4287        	
38.2764        	69.0598        	38.0745        	68.6041        	109.056        	49.0007        	
60.6678        	23.3705        	34.7444        	118.518        	57.6713        	137.965        	
221.459        	99.6629        	82.0887        	35.3327        	47.6947        	364.625        	
287.378        	240.21        	887.203        	431.946        	344.46        	581.718        	
317.3        	167.848        	398.182        	133.075        	19.6266        	54.7041        	
130.487        	132.4        	51.4492        	23.7576        	15.5526        	7.72077        	
4.92497        	2.92735        	4.88634        	4.82584        	2.29089        	0.856368        	
0.302606        0.32514        	0.083738        0.214301        0.445887        0.954663        	
0.795346        2.53781        	2.02511        	3.23398        	2.4047        	2.28996        	
5.47822        	29.6678        	20.6781        	12.6059        	11.1003        	24.6581        	
26.4511        	36.3869        	131.73        	147.479        	51.0539        	112.495        	
64.2112        	24.4887        	75.1148        	63.5158        	84.7207        	69.3179        	
117.031        	94.8269        	84.8969        	111.489        	139.339        	121.829        	
71.3381        	329.013        	1619.73        	509.781        	710.229        	640.113        	
399.418        	144.863        	271.272        	28.8719        	38.8953        	37.0047        	
43.4254        	24.6768        	32.2811        	35.4096        	30.2768        	7.58335        	
3.80521        	3.37532        	2.18346        	0.553644        0.917163        1.09313        	
0.271254        0.092585        0.090096        0.103747        0.130736        0.298734        	
0.477529        1.21479        	0.985342        1.55184        	1.67876        	1.51324        	
0.991233        5.72755        	13.5524        	6.53594        	14.1261        	25.9475        	
37.0729        	50.2694        	126.293        	56.208        	85.9201        	90.5065        	
92.6517        	58.4189        	31.2229        	57.4298        	66.0355        	19.9045        	
36.7279        	109.96        	75.1311        	121.208        	115.614        	127.462        	
72.0333        	303.879        	65.8253        	176.62        	157.286        	253.967        	
361.346        	70.7341        	42.0494        	57.4556        	26.4591        	15.2422        	
38.7829        	14.3139        	46.2924        	80.9089        	15.9377        	2.54309        	
18.2513        	15.4026        	2.30633        	0.665779        1.49548        	1.99371        	
